x_mm,wrapped_rad,unwrapped_rad,quadratic_fit_rad,quadratic_residual_rad,quartic_fit_rad,quartic_residual_rad
1.149999999999999981e-03,-2.026216999999999862e-03,1.884752970453875776e+01,1.884386886477004097e+01,3.660839768716783738e-03,1.884752490741547959e+01,4.797123278166282034e-06
1.199999999999999895e-03,-2.764490000000000090e-03,1.884679143153875813e+01,1.884313222796382448e+01,3.659203574933656000e-03,1.884678663968013979e+01,4.791858618347077936e-06
1.250000000000000026e-03,-3.534177999999999799e-03,1.884602174353875981e+01,1.884236424550604028e+01,3.657498032719530556e-03,1.884601695648218467e+01,4.787056575139558845e-06
1.299999999999999940e-03,-4.335280999999999857e-03,1.884522064053875923e+01,1.884156491739669548e+01,3.655723142063749265e-03,1.884521585784454700e+01,4.782694212224214425e-06
1.350000000000000071e-03,-5.167800000000000171e-03,1.884438812153875986e+01,1.884073424363578653e+01,3.653877902973334812e-03,1.884438334379107616e+01,4.777747683704092196e-06
1.399999999999999986e-03,-6.031734999999999874e-03,1.884352418653875816e+01,1.883987222422331342e+01,3.651962315444734486e-03,1.884351941434657718e+01,4.772192180979573095e-06
1.449999999999999900e-03,-6.927085000000000360e-03,1.884262883653875775e+01,1.883897885915927617e+01,3.649977379481583739e-03,1.884262406953677882e+01,4.767001978933649298e-06
1.500000000000000031e-03,-7.853851000000000235e-03,1.884170207053875856e+01,1.883805414844367832e+01,3.647922095080247118e-03,1.884169730938835130e+01,4.761150407261993678e-06
1.549999999999999946e-03,-8.812031999999999157e-03,1.884074388953875712e+01,1.883709809207651631e+01,3.645797462240807363e-03,1.884073913392889210e+01,4.755609865014776005e-06
1.600000000000000077e-03,-9.801628999999999203e-03,1.883975429253876044e+01,1.883611069005779015e+01,3.643602480970287161e-03,1.883974954318694373e+01,4.749351816712987784e-06
1.649999999999999991e-03,-1.082263999999999969e-02,1.883873328153875804e+01,1.883509194238749984e+01,3.641339151258193851e-03,1.883872853719197948e+01,4.744346778551289390e-06
1.699999999999999905e-03,-1.187506999999999972e-02,1.883768085153876015e+01,1.883404184906564538e+01,3.639002473114771874e-03,1.883767611597441061e+01,4.735564349545029472e-06
1.750000000000000036e-03,-1.295891000000000057e-02,1.883659701153876043e+01,1.883296041009223032e+01,3.636601446530107751e-03,1.883659227956558269e+01,4.731973177740655956e-06
1.799999999999999951e-03,-1.407417000000000043e-02,1.883548175153875803e+01,1.883184762546725111e+01,3.634126071506926792e-03,1.883547702799777923e+01,4.723540978801565871e-06
1.850000000000000082e-03,-1.522083999999999937e-02,1.883433508153875735e+01,1.883070349519070774e+01,3.631586348049609114e-03,1.883433036130421101e+01,4.720234546340407178e-06
1.899999999999999996e-03,-1.639892999999999906e-02,1.883315699153875755e+01,1.882952801926260022e+01,3.628972276157327315e-03,1.883315227951904092e+01,4.712019716635040822e-06
1.949999999999999910e-03,-1.760843999999999951e-02,1.883194748153875864e+01,1.882832119768293211e+01,3.626283855826528679e-03,1.883194278267734845e+01,4.698861410190602328e-06
2.000000000000000042e-03,-1.884935999999999903e-02,1.883070656153875788e+01,1.882708303045169984e+01,3.623531087058040612e-03,1.883070187081516167e+01,4.690723596212365010e-06
2.050000000000000173e-03,-2.012169000000000110e-02,1.882943423153875884e+01,1.882581351756890342e+01,3.620713969855415826e-03,1.882942954396943946e+01,4.687569319372641985e-06
2.099999999999999870e-03,-2.142544000000000046e-02,1.882813048153875712e+01,1.882451265903454285e+01,3.617822504214274204e-03,1.882812580217808218e+01,4.679360674941790421e-06
2.150000000000000001e-03,-2.276061000000000056e-02,1.882679531153875985e+01,1.882318045484862168e+01,3.614856690138168460e-03,1.882679064547991388e+01,4.666058845970155744e-06
2.200000000000000133e-03,-2.412718999999999975e-02,1.882542873153875718e+01,1.882181690501113280e+01,3.611826527624373284e-03,1.882542407391470718e+01,4.657624049997366456e-06
2.249999999999999830e-03,-2.552518000000000148e-02,1.882403074153875977e+01,1.882042200952208333e+01,3.608732016676441390e-03,1.882402608752315842e+01,4.654015601346372932e-06
2.299999999999999961e-03,-2.695459000000000049e-02,1.882260133153875969e+01,1.881899576838147325e+01,3.605563157286439946e-03,1.882259668634691252e+01,4.645191847174601207e-06
2.350000000000000092e-03,-2.841542000000000026e-02,1.882114050153875695e+01,1.881753818158929548e+01,3.602319949461474380e-03,1.882113587042854164e+01,4.631110215314038214e-06
2.399999999999999790e-03,-2.990765000000000090e-02,1.881964827153876030e+01,1.881604924914555710e+01,3.599022393203199499e-03,1.881964363981155586e+01,4.631727204440494461e-06
2.449999999999999921e-03,-3.143130999999999703e-02,1.881812461153876015e+01,1.881452897105025102e+01,3.595640488509133093e-03,1.881811999454039963e+01,4.616998360518209665e-06
2.500000000000000052e-03,-3.298638000000000264e-02,1.881656954153875816e+01,1.881297734730338433e+01,3.592194235373824540e-03,1.881656493466045177e+01,4.606878306390171929e-06
2.550000000000000183e-03,-3.457285999999999693e-02,1.881498306153875788e+01,1.881139437790495705e+01,3.588683633800826556e-03,1.881497846021802900e+01,4.601320728880864408e-06
2.599999999999999881e-03,-3.619076000000000237e-02,1.881336516153875849e+01,1.880978006285496207e+01,3.585098683796417163e-03,1.881336057126038952e+01,4.590278368965527989e-06
2.650000000000000012e-03,-3.784007000000000343e-02,1.881171585153875725e+01,1.880813440215340648e+01,3.581449385350765624e-03,1.881171126783571523e+01,4.583703042015940810e-06
2.700000000000000143e-03,-3.952080000000000176e-02,1.881003512153876045e+01,1.880645739580028675e+01,3.577725738473702677e-03,1.881003054999313306e+01,4.571545627385376065e-06
2.749999999999999840e-03,-4.123294999999999738e-02,1.880832297153875743e+01,1.880474904379560286e+01,3.573927743154570180e-03,1.880831841778270430e+01,4.553756053127244741e-06
2.799999999999999972e-03,-4.297650000000000081e-02,1.880657942153875695e+01,1.880300934613935482e+01,3.570075399402128369e-03,1.880657487125541749e+01,4.550283339455063469e-06
2.850000000000000103e-03,-4.475147000000000153e-02,1.880480445153875735e+01,1.880123830283154618e+01,3.566148707211169722e-03,1.880479991046320976e+01,4.541075547592754447e-06
2.899999999999999800e-03,-4.655785999999999952e-02,1.880299806153875863e+01,1.879943591387217339e+01,3.562147666585246952e-03,1.880299353545894547e+01,4.526079813160777121e-06
2.949999999999999931e-03,-4.839566000000000007e-02,1.880116026153875808e+01,1.879760217926123644e+01,3.558082277521634751e-03,1.880115574629642339e+01,4.515242334690583448e-06
3.000000000000000062e-03,-5.026487000000000316e-02,1.879929105153875923e+01,1.879573709899873535e+01,3.553952540023885831e-03,1.879928654303038726e+01,4.508508371969810469e-06
3.050000000000000194e-03,-5.216549999999999659e-02,1.879739042153875772e+01,1.879384067308467365e+01,3.549748454084067362e-03,1.879738592571650457e+01,4.495822253147707670e-06
3.099999999999999891e-03,-5.409755000000000119e-02,1.879545837153875709e+01,1.879191290151904425e+01,3.545470019712837484e-03,1.879545389441139136e+01,4.477127365731803366e-06
3.150000000000000022e-03,-5.606099999999999972e-02,1.879349492153875900e+01,1.878995378430185426e+01,3.541137236904745578e-03,1.879349044917258738e+01,4.472366171626163123e-06
3.200000000000000153e-03,-5.805587000000000247e-02,1.879150005153875824e+01,1.878796332143310011e+01,3.536730105658136836e-03,1.879149559005857384e+01,4.461480184403399107e-06
3.249999999999999851e-03,-6.008216000000000251e-02,1.878947376153875837e+01,1.878594151291278536e+01,3.532248625973011258e-03,1.878946931712876633e+01,4.444409992032660739e-06
3.299999999999999982e-03,-6.213985999999999815e-02,1.878741606153876020e+01,1.878388835874090290e+01,3.527702797857301675e-03,1.878741163044351836e+01,4.431095241841376264e-06
3.350000000000000113e-03,-6.422896999999999634e-02,1.878532695153876020e+01,1.878180385891745985e+01,3.523092621300349947e-03,1.878532253006411779e+01,4.421474642413159017e-06
3.399999999999999811e-03,-6.634950000000000570e-02,1.878320642153875752e+01,1.877968801344245264e+01,3.518408096304881383e-03,1.878320201605278683e+01,4.405485970693234776e-06
3.449999999999999942e-03,-6.850143999999999678e-02,1.878105448153876011e+01,1.877754082231588484e+01,3.513659222875276100e-03,1.878105008847268564e+01,4.393066074470652893e-06
3.500000000000000073e-03,-7.068478999999999735e-02,1.877887113153875731e+01,1.877536228553774933e+01,3.508846001007981386e-03,1.877886674738790518e+01,4.384150852132506770e-06
3.550000000000000204e-03,-7.289956000000000214e-02,1.877665636153875894e+01,1.877315240310805322e+01,3.503958430705722549e-03,1.877665199286347786e+01,4.368675281085643292e-06
3.599999999999999901e-03,-7.514574000000000253e-02,1.877441018153875874e+01,1.877091117502679296e+01,3.499006511965774280e-03,1.877440582496537402e+01,4.356573384711737162e-06
3.650000000000000033e-03,-7.742333999999999328e-02,1.877213258153875941e+01,1.876863860129396855e+01,3.493980244790861889e-03,1.877212824376048772e+01,4.337778271690240217e-06
3.700000000000000164e-03,-7.973234999999999351e-02,1.876982357153875824e+01,1.876633468190957998e+01,3.488889629178260066e-03,1.876981924931666157e+01,4.322222096675432113e-06
3.749999999999999861e-03,-8.207277000000000322e-02,1.876748315153875879e+01,1.876399941687363082e+01,3.483734665127968810e-03,1.876747884170266545e+01,4.309836093341345986e-06
3.799999999999999992e-03,-8.444459999999999467e-02,1.876511132153875749e+01,1.876163280618611751e+01,3.478515352639988123e-03,1.876510702098821071e+01,4.300550546787462736e-06
3.850000000000000124e-03,-8.684785000000000421e-02,1.876270807153875708e+01,1.875923484984704004e+01,3.473221691717043313e-03,1.876270378724393950e+01,4.284294817580303061e-06
3.899999999999999821e-03,-8.928250999999999549e-02,1.876027341153875838e+01,1.875680554785639842e+01,3.467863682359961786e-03,1.876026914054143191e+01,4.270997326472070199e-06
3.950000000000000386e-03,-9.174859000000000486e-02,1.875780733153875701e+01,1.875434490021419620e+01,3.462431324560810708e-03,1.875780308095320237e+01,4.250585554643748765e-06
4.000000000000000083e-03,-9.424607000000000123e-02,1.875530985153875818e+01,1.875185290692042983e+01,3.456944618328350316e-03,1.875530560855270679e+01,4.242986051394836977e-06
4.049999999999999781e-03,-9.677497000000000182e-02,1.875278095153876023e+01,1.874932956797509576e+01,3.451383563664478515e-03,1.875277672341432833e+01,4.228124431904234370e-06
4.100000000000000346e-03,-9.933529000000000664e-02,1.875022063153875962e+01,1.874677488337820463e+01,3.445748160554984452e-03,1.875021642561339164e+01,4.205925367983809338e-06
4.150000000000000043e-03,-1.019270000000000037e-01,1.874762892153875882e+01,1.874418885312974581e+01,3.440068409013008477e-03,1.874762471522615215e+01,4.206312606669371235e-06
4.199999999999999740e-03,-1.045501000000000069e-01,1.874500582153875783e+01,1.874157147722972638e+01,3.434344309031445164e-03,1.874500159232981034e+01,4.229208947492679727e-06
4.250000000000000305e-03,-1.072047000000000000e-01,1.874235122153875821e+01,1.873892275567814281e+01,3.428465860615403926e-03,1.874234705700248682e+01,4.164536271389351896e-06
4.300000000000000003e-03,-1.098906999999999939e-01,1.873966522153875758e+01,1.873624268847499508e+01,3.422533063762500660e-03,1.873966110932325435e+01,4.112215503226934743e-06
4.349999999999999700e-03,-1.126079999999999998e-01,1.873694792153875710e+01,1.873353127562028320e+01,3.416645918473903976e-03,1.873694374937210938e+01,4.172166647720132460e-06
4.400000000000000265e-03,-1.153567999999999955e-01,1.873419912153875799e+01,1.873078851711400716e+01,3.410604424750829367e-03,1.873419497722999338e+01,4.144308764608695128e-06
4.449999999999999963e-03,-1.181370000000000059e-01,1.873141892153875787e+01,1.872801441295617053e+01,3.404508582587340015e-03,1.873141479297877510e+01,4.128559982774504533e-06
4.499999999999999660e-03,-1.209486000000000033e-01,1.872860732153876029e+01,1.872520896314676975e+01,3.398358391990541350e-03,1.872860319670126117e+01,4.124837499119848871e-06
4.550000000000000225e-03,-1.237917000000000045e-01,1.872576422153875697e+01,1.872237216768580481e+01,3.392053852952159332e-03,1.872576018848119972e+01,4.033057557251140679e-06
4.599999999999999922e-03,-1.266661000000000037e-01,1.872288982153875736e+01,1.871950402657327928e+01,3.385794965478083896e-03,1.872288576840326613e+01,4.053135491233206267e-06
4.649999999999999620e-03,-1.295719999999999927e-01,1.871998392153875912e+01,1.871660453980918604e+01,3.379381729573083248e-03,1.871997993655308079e+01,3.984985678329167058e-06
4.700000000000000185e-03,-1.325091999999999937e-01,1.871704672153875748e+01,1.871367370739353220e+01,3.373014145225283755e-03,1.871704269301719137e+01,4.028521566112885921e-06
4.749999999999999882e-03,-1.354779000000000122e-01,1.871407802153875721e+01,1.871071152932631421e+01,3.366492212443006338e-03,1.871407403788308343e+01,3.983655673778230266e-06
4.799999999999999580e-03,-1.384779999999999900e-01,1.871107792153875948e+01,1.870771800560753562e+01,3.359915931223866892e-03,1.871107397123917693e+01,3.950299582555771849e-06
4.850000000000000144e-03,-1.415095000000000103e-01,1.870804642153875719e+01,1.870469313623718932e+01,3.353285301567865417e-03,1.870804249317483681e+01,3.928363920380206764e-06
4.899999999999999842e-03,-1.445723999999999898e-01,1.870498352153875743e+01,1.870163692121528243e+01,3.346600323475001915e-03,1.870497960378035174e+01,3.917758405691529333e-06
4.950000000000000407e-03,-1.476667000000000118e-01,1.870188922153876021e+01,1.869854936054181138e+01,3.339860996948829097e-03,1.870188530314695186e+01,3.918391808355181638e-06
5.000000000000000104e-03,-1.507923999999999931e-01,1.869876352153875843e+01,1.869543045421677618e+01,3.333067321982241538e-03,1.869875959136680166e+01,3.930171956767480879e-06
5.049999999999999802e-03,-1.539495999999999920e-01,1.869560632153875801e+01,1.869228020224018039e+01,3.326119298577623340e-03,1.869560246853300001e+01,3.853005758003291703e-06
5.100000000000000366e-03,-1.571381000000000028e-01,1.869241782153875775e+01,1.868909860461201689e+01,3.319216926740864437e-03,1.869241393473958723e+01,3.886799170516042068e-06
5.150000000000000064e-03,-1.603581000000000034e-01,1.868919782153875886e+01,1.868588566133229278e+01,3.312160206466074897e-03,1.868919399008153448e+01,3.831457224379164472e-06
5.199999999999999761e-03,-1.636094999999999910e-01,1.868594642153875895e+01,1.868264137240100453e+01,3.305049137754423327e-03,1.868594263465474725e+01,3.786884011702795760e-06
5.250000000000000326e-03,-1.668921999999999906e-01,1.868266372153875921e+01,1.867936573781815213e+01,3.297983720607078340e-03,1.868265986855606897e+01,3.852982690233375251e-06
5.300000000000000024e-03,-1.702064000000000077e-01,1.867934952153875727e+01,1.867605875758373912e+01,3.290763955018150000e-03,1.867934569188327742e+01,3.829655479847815513e-06
5.349999999999999721e-03,-1.735520000000000118e-01,1.867600392153875788e+01,1.867272043169776197e+01,3.283489840995912346e-03,1.867600010473509187e+01,3.816803666012447138e-06
5.400000000000000286e-03,-1.769291000000000058e-01,1.867262682153875986e+01,1.866935076016022066e+01,3.276061378539196767e-03,1.867262310721115526e+01,3.714327604598111066e-06
5.449999999999999983e-03,-1.803375000000000117e-01,1.866921842153875843e+01,1.866594974297111520e+01,3.268678567643235056e-03,1.866921469941206269e+01,3.722126695748784186e-06
5.499999999999999681e-03,-1.837773000000000045e-01,1.866577862153875955e+01,1.866251738013044559e+01,3.261241408313964030e-03,1.866577488143932939e+01,3.740099430160626071e-06
5.550000000000000246e-03,-1.872485999999999873e-01,1.866230732153875849e+01,1.865905367163821538e+01,3.253649900543109652e-03,1.866230365339541208e+01,3.668143346402530369e-06
5.599999999999999943e-03,-1.907512000000000096e-01,1.865880472153875758e+01,1.865555861749442101e+01,3.246104044336561856e-03,1.865880101538370894e+01,3.706155048632808757e-06
5.649999999999999641e-03,-1.942852999999999941e-01,1.865527062153875804e+01,1.865203221769906250e+01,3.238403839695536135e-03,1.865526696750854185e+01,3.654030216182491131e-06
5.700000000000000205e-03,-1.978507999999999933e-01,1.865170512153875748e+01,1.864847447225213983e+01,3.230649286617648386e-03,1.865170150987518483e+01,3.611663572655743337e-06
5.749999999999999903e-03,-2.014477000000000073e-01,1.864810822153875947e+01,1.864488538115365657e+01,3.222840385102898608e-03,1.864810464258982847e+01,3.578948930993419708e-06
5.799999999999999600e-03,-2.050760000000000083e-01,1.864447992153876044e+01,1.864126494440360915e+01,3.214977135151286802e-03,1.864447636575961198e+01,3.555779148456394978e-06
5.850000000000000165e-03,-2.087356999999999962e-01,1.864082022153876039e+01,1.863761316200199758e+01,3.207059536762812968e-03,1.864081667949260535e+01,3.542046155047273714e-06
5.899999999999999863e-03,-2.124267999999999990e-01,1.863712912153875934e+01,1.863393003394882186e+01,3.199087589937477105e-03,1.863712558389782004e+01,3.537640939299535603e-06
5.950000000000000427e-03,-2.161492999999999887e-01,1.863340662153875726e+01,1.863021556024408198e+01,3.191061294675279214e-03,1.863340307908519478e+01,3.542453562488390162e-06
6.000000000000000125e-03,-2.199031999999999931e-01,1.862965272153875773e+01,1.862646974088778151e+01,3.182980650976219295e-03,1.862964916516560621e+01,3.556373151525349385e-06
6.049999999999999822e-03,-2.236885999999999874e-01,1.862586732153875957e+01,1.862269257587991689e+01,3.174745658842681451e-03,1.862586384225087599e+01,3.479287883578763285e-06
6.100000000000000387e-03,-2.275052999999999936e-01,1.862205062153875801e+01,1.861888406522048811e+01,3.166556318269897474e-03,1.862204711045374594e+01,3.511085012064540933e-06
6.150000000000000085e-03,-2.313534999999999897e-01,1.861820242153875782e+01,1.861504420890949518e+01,3.158212629262635573e-03,1.861819896988790646e+01,3.451650851360454908e-06
6.199999999999999782e-03,-2.352331000000000005e-01,1.861432282153876017e+01,1.861117300694694165e+01,3.149814591818511644e-03,1.861431942066797518e+01,3.400870784986409490e-06
6.250000000000000347e-03,-2.391440999999999983e-01,1.861041182153875795e+01,1.860727045933282042e+01,3.141362205937525687e-03,1.861040846290951123e+01,3.358629246719146977e-06
6.300000000000000044e-03,-2.430864000000000080e-01,1.860646952153875944e+01,1.860333656606713859e+01,3.132955471620846311e-03,1.860646609672900453e+01,3.424809754903890280e-06
6.349999999999999742e-03,-2.470602000000000076e-01,1.860249572153875874e+01,1.859937132714989616e+01,3.124394388862583583e-03,1.860249232224388649e+01,3.399294872252767163e-06
6.400000000000000307e-03,-2.510653999999999941e-01,1.859849052153875704e+01,1.859537474258108602e+01,3.115778957671011540e-03,1.859848713957251931e+01,3.381966237725464453e-06
6.450000000000000004e-03,-2.551020999999999983e-01,1.859445382153876025e+01,1.859134681236071529e+01,3.107009178044961573e-03,1.859445054883420312e+01,3.272704557133465642e-06
6.499999999999999702e-03,-2.591701000000000144e-01,1.859038582153876007e+01,1.858728753648878040e+01,3.098285049979665473e-03,1.859038255014917240e+01,3.271389587666817533e-06
6.550000000000000266e-03,-2.632694999999999896e-01,1.858628642153875887e+01,1.858319691496528137e+01,3.089506573477507345e-03,1.858628314363859957e+01,3.277900159304181216e-06
6.599999999999999964e-03,-2.674002999999999797e-01,1.858215562153876022e+01,1.857907494779021818e+01,3.080673748542039903e-03,1.858215232942458783e+01,3.292114172381843673e-06
6.649999999999999661e-03,-2.715625999999999873e-01,1.857799332153875937e+01,1.857492163496359439e+01,3.071686575164989108e-03,1.857799010763018188e+01,3.213908577492929908e-06
6.700000000000000226e-03,-2.757562000000000069e-01,1.857379972153875869e+01,1.857073697648540289e+01,3.062745053355797609e-03,1.857379647837936076e+01,3.243159397925410303e-06
6.749999999999999924e-03,-2.799812999999999885e-01,1.856957462153875937e+01,1.856652097235565080e+01,3.053649183108575471e-03,1.856957144179703434e+01,3.179741725034546107e-06
6.799999999999999621e-03,-2.842377999999999849e-01,1.856531812153875904e+01,1.856227362257433811e+01,3.044498964420938592e-03,1.856531499800905394e+01,3.123529705106875554e-06
6.850000000000000186e-03,-2.885255999999999932e-01,1.856103032153875887e+01,1.855799492714145771e+01,3.035394397301161007e-03,1.856102714714220525e+01,3.174396553617953032e-06
6.899999999999999883e-03,-2.928449000000000191e-01,1.855671102153876006e+01,1.855368488605701671e+01,3.026135481743352784e-03,1.855670788932420479e+01,3.132214555279233537e-06
6.949999999999999581e-03,-2.971956000000000042e-01,1.855236032153876025e+01,1.854934349932101156e+01,3.016822217748682533e-03,1.855235722468371407e+01,3.096855046180735371e-06
7.000000000000000146e-03,-3.015777000000000041e-01,1.854797822153875941e+01,1.854497076693344226e+01,3.007454605317150254e-03,1.854797515335032543e+01,3.068188433985596930e-06
7.049999999999999843e-03,-3.059912000000000187e-01,1.854356472153875757e+01,1.854056668889430881e+01,2.998032644448755946e-03,1.854356167545456202e+01,3.046084195545972761e-06
7.100000000000000408e-03,-3.104360999999999926e-01,1.853911982153875826e+01,1.853613126520361476e+01,2.988556335143499609e-03,1.853911679112788846e+01,3.030410869797606210e-06
7.150000000000000105e-03,-3.149123999999999812e-01,1.853464352153875794e+01,1.853166449586135300e+01,2.979025677404933958e-03,1.853464050050270373e+01,3.021036054207115740e-06
7.199999999999999803e-03,-3.194201999999999875e-01,1.853013572153875899e+01,1.852716638086753065e+01,2.969340671228337669e-03,1.853013280371234472e+01,2.917826414261526224e-06
7.250000000000000368e-03,-3.239593000000000056e-01,1.852559662153876019e+01,1.852263692022214769e+01,2.959701316612495248e-03,1.852559370089107915e+01,2.920647681037280563e-06
7.300000000000000065e-03,-3.285297999999999830e-01,1.852102612153876038e+01,1.851807611392519703e+01,2.950007613563343511e-03,1.852102319217411264e+01,2.929364647741294903e-06
7.349999999999999763e-03,-3.331317999999999779e-01,1.851642412153875838e+01,1.851348396197668578e+01,2.940159562072608423e-03,1.851642127769759227e+01,2.843841166111360508e-06
7.400000000000000328e-03,-3.377650999999999848e-01,1.851179082153876010e+01,1.850886046437661037e+01,2.930357162149732630e-03,1.851178795759858886e+01,2.863940171238255061e-06
7.450000000000000025e-03,-3.424299000000000093e-01,1.850712602153875963e+01,1.850420562112497080e+01,2.920400413788826199e-03,1.850712323201511467e+01,2.789523644963765037e-06
7.499999999999999722e-03,-3.471259999999999901e-01,1.850242992153875932e+01,1.849951943222176709e+01,2.910489316992226350e-03,1.850242710108612698e+01,2.820452632334990994e-06
7.550000000000000287e-03,-3.518535999999999886e-01,1.849770232153876037e+01,1.849480189766700278e+01,2.900423871757595862e-03,1.849769956495150325e+01,2.756587257124465395e-06
7.599999999999999985e-03,-3.566124999999999989e-01,1.849294342153875803e+01,1.849005301746067076e+01,2.890404078087271955e-03,1.849294062375206238e+01,2.797786695651893751e-06
7.649999999999999682e-03,-3.614029000000000269e-01,1.848815302153875706e+01,1.848527279160278169e+01,2.880229935975364697e-03,1.848815027762956475e+01,2.743909192304272437e-06
7.700000000000000247e-03,-3.662247000000000141e-01,1.848333122153875863e+01,1.848046122009332493e+01,2.870001445433700837e-03,1.848332852672670157e+01,2.694812057058015853e-06
7.749999999999999944e-03,-3.710779000000000161e-01,1.847847802153875918e+01,1.847561830293230400e+01,2.859718606455174950e-03,1.847847537118709482e+01,2.650351664357231130e-06
7.799999999999999642e-03,-3.759624999999999773e-01,1.847359342153875872e+01,1.847074404011972248e+01,2.849381419036234320e-03,1.847359081115531154e+01,2.610383447176900518e-06
7.849999999999999339e-03,-3.808784000000000058e-01,1.846867752153875841e+01,1.846583843165557681e+01,2.839089883181600271e-03,1.846867484677684956e+01,2.674761908849632164e-06
7.900000000000000772e-03,-3.858257999999999965e-01,1.846373012153875948e+01,1.846090147753986699e+01,2.828643998892488298e-03,1.846372747819814464e+01,2.643340614838507463e-06
7.950000000000000469e-03,-3.908046000000000020e-01,1.845875132153875953e+01,1.845593317777259301e+01,2.818143766166514297e-03,1.845874870556656333e+01,2.615972196196025834e-06
8.000000000000000167e-03,-3.958148000000000222e-01,1.845374112153875856e+01,1.845093353235375844e+01,2.807589185000125553e-03,1.845373852903041012e+01,2.592508348442379429e-06
8.049999999999999864e-03,-4.008565000000000045e-01,1.844869942153875897e+01,1.844590254128335971e+01,2.796880255399258886e-03,1.844869694873893096e+01,2.472799828012739454e-06
8.099999999999999561e-03,-4.059294999999999987e-01,1.844362642153875953e+01,1.844084020456139683e+01,2.786216977362698799e-03,1.844362396484229905e+01,2.456696460484408817e-06
8.149999999999999259e-03,-4.110339000000000076e-01,1.843852202153875908e+01,1.843574652218786980e+01,2.775499350889276684e-03,1.843851957749162906e+01,2.444047130012449998e-06
8.200000000000000691e-03,-4.161696999999999758e-01,1.843338622153875761e+01,1.843062149416277862e+01,2.764727375978992541e-03,1.843338378683896650e+01,2.434699791109551370e-06
8.250000000000000389e-03,-4.213369000000000142e-01,1.842821902153875868e+01,1.842546512048612684e+01,2.753901052631846369e-03,1.842821659303729476e+01,2.428501463924703785e-06
8.300000000000000086e-03,-4.265355000000000119e-01,1.842302042153875874e+01,1.842027740115791090e+01,2.743020380847838169e-03,1.842301799624053871e+01,2.425298220032345853e-06
8.349999999999999784e-03,-4.317656000000000271e-01,1.841779032153876017e+01,1.841505833617813082e+01,2.731985360629352044e-03,1.841778799660355048e+01,2.324935209685463633e-06
8.399999999999999481e-03,-4.370269999999999988e-01,1.841252892153875820e+01,1.840980792554678658e+01,2.720995991971619787e-03,1.841252659428212013e+01,2.327256638068320171e-06
8.449999999999999178e-03,-4.423197999999999852e-01,1.840723612153875877e+01,1.840452616926388174e+01,2.709952274877025502e-03,1.840723378943297206e+01,2.332105786706506478e-06
8.500000000000000611e-03,-4.476440999999999892e-01,1.840191182153875715e+01,1.839921306732941275e+01,2.698754209344400579e-03,1.840190958221377215e+01,2.239324984998347645e-06
8.550000000000000308e-03,-4.529997000000000051e-01,1.839655622153875925e+01,1.839386861974337961e+01,2.687601795379634950e-03,1.839655397278312066e+01,2.248755638589727823e-06
8.600000000000000006e-03,-4.583866999999999803e-01,1.839116922153876033e+01,1.838849282650578232e+01,2.676395032978007293e-03,1.839116696130054507e+01,2.260238215257004413e-06
8.649999999999999703e-03,-4.638051999999999730e-01,1.838575072153875922e+01,1.838308568761662443e+01,2.665033922134796285e-03,1.838574854792651792e+01,2.173612241307409931e-06
8.699999999999999400e-03,-4.692549999999999777e-01,1.838030092153875827e+01,1.837764720307589883e+01,2.653718462859444571e-03,1.838029873282244253e+01,2.188716315743022278e-06
8.750000000000000833e-03,-4.747363000000000000e-01,1.837481962153875870e+01,1.837217737288361263e+01,2.642248655146062220e-03,1.837481751615066372e+01,2.105388094975069180e-06
8.800000000000000530e-03,-4.802488999999999786e-01,1.836930702153875927e+01,1.836667619703976229e+01,2.630824498996986449e-03,1.836930489807445355e+01,2.123464305725519807e-06
8.850000000000000228e-03,-4.857929999999999748e-01,1.836376292153875767e+01,1.836114367554435134e+01,2.619245994406327327e-03,1.836376087875802199e+01,2.042780735678206838e-06
8.899999999999999925e-03,-4.913683999999999830e-01,1.835818752153875977e+01,1.835557980839737269e+01,2.607713141387080213e-03,1.835818545836652405e+01,2.063172235722277037e-06
8.949999999999999623e-03,-4.969753000000000087e-01,1.835258062153875969e+01,1.834998459559883344e+01,2.596025939926249748e-03,1.835257863706603843e+01,1.984472721261454353e-06
8.999999999999999320e-03,-5.026135000000000463e-01,1.834694242153875976e+01,1.834435803714873003e+01,2.584384390029725864e-03,1.834694041502358175e+01,2.006515178010204181e-06
9.050000000000000752e-03,-5.082832000000000461e-01,1.834127272153875765e+01,1.833870013304706248e+01,2.572588491695171342e-03,1.834127079240711211e+01,1.929131645539428064e-06
9.100000000000000450e-03,-5.139842000000000022e-01,1.833557172153875925e+01,1.833301088329383433e+01,2.560838244924923401e-03,1.833556976938552197e+01,1.952153237283482667e-06
9.150000000000000147e-03,-5.197167000000000314e-01,1.832983922153875866e+01,1.832729028788904202e+01,2.548933649716644823e-03,1.832983734612863103e+01,1.875410127638588165e-06
9.199999999999999845e-03,-5.254805000000000170e-01,1.832407542153875823e+01,1.832153834683268201e+01,2.537074706076225539e-03,1.832407352280720758e+01,1.898731550653565137e-06
9.249999999999999542e-03,-5.312757999999999647e-01,1.831828012153875918e+01,1.831575506012476495e+01,2.525061413994222903e-03,1.831827829959294363e+01,1.821945815549952385e-06
